Attribute,Value,Date_GBP,Date_usd,Date_EUR,Day Name_fOR_USD,Day_ Name_EUR,Day_Name_GBP
GBP,318.56331,12/06/2018,09/03/2018,06/06/2018,Friday,Wednesday,Tuesday
GBP,318.74894,14/06/2018,13/03/2018,08/06/2018,Tuesday,Friday,Thursday
GBP,319.70513,11/06/2018,07/03/2018,05/06/2018,Wednesday,Tuesday,Monday
GBP,320.34074,07/06/2018,05/03/2018,01/06/2018,Monday,Friday,Thursday
GBP,321.09955,18/06/2018,15/03/2018,12/06/2018,Thursday,Tuesday,Monday
GBP,321.61356,15/06/2018,14/03/2018,11/06/2018,Wednesday,Monday,Friday
GBP,323.66189,26/06/2018,23/03/2018,20/06/2018,Friday,Wednesday,Tuesday
GBP,324.23207,21/06/2018,20/03/2018,15/06/2018,Tuesday,Friday,Thursday
GBP,324.35708,20/06/2018,19/03/2018,14/06/2018,Monday,Thursday,Wednesday
GBP,324.90978,25/06/2018,22/03/2018,19/06/2018,Thursday,Tuesday,Monday
GBP,325.0241,19/06/2018,16/03/2018,13/06/2018,Friday,Wednesday,Tuesday
GBP,325.47291,22/06/2018,21/03/2018,18/06/2018,Wednesday,Monday,Friday
GBP,325.9882,03/07/2018,02/04/2018,27/06/2018,Monday,Wednesday,Tuesday
GBP,326.15473,29/06/2018,28/03/2018,25/06/2018,Wednesday,Monday,Friday
GBP,326.32827,02/07/2018,29/03/2018,26/06/2018,Thursday,Tuesday,Monday
GBP,327.22166,28/06/2018,27/03/2018,22/06/2018,Tuesday,Friday,Thursday
GBP,327.66564,27/06/2018,26/03/2018,21/06/2018,Monday,Thursday,Wednesday
GBP,330.45979,09/07/2018,07/04/2018,03/07/2018,Saturday,Tuesday,Monday
GBP,330.77825,04/07/2018,03/04/2018,28/06/2018,Tuesday,Thursday,Wednesday
GBP,330.87536,06/07/2018,06/04/2018,02/07/2018,Friday,Monday,Friday
GBP,332.20631,20/07/2018,19/04/2018,16/07/2018,Thursday,Monday,Friday
GBP,332.21845,05/07/2018,05/04/2018,29/06/2018,Thursday,Friday,Thursday
GBP,332.2614,23/07/2018,20/04/2018,17/07/2018,Friday,Tuesday,Monday
GBP,332.49427,19/07/2018,18/04/2018,13/07/2018,Wednesday,Friday,Thursday
GBP,332.52002,24/07/2018,23/04/2018,18/07/2018,Monday,Wednesday,Tuesday
GBP,333.29381,25/07/2018,24/04/2018,19/07/2018,Tuesday,Thursday,Wednesday
GBP,333.55345,26/07/2018,25/04/2018,20/07/2018,Wednesday,Friday,Thursday
GBP,333.78088,09/08/2018,10/05/2018,03/08/2018,Thursday,Friday,Thursday
GBP,334.11475,18/07/2018,17/04/2018,12/07/2018,Tuesday,Thursday,Wednesday
GBP,334.26501,10/08/2018,11/05/2018,06/08/2018,Friday,Monday,Friday
GBP,334.28122,27/07/2018,26/04/2018,23/07/2018,Thursday,Monday,Friday
GBP,334.30699,30/07/2018,27/04/2018,24/07/2018,Friday,Tuesday,Monday
GBP,335.07917,10/07/2018,09/04/2018,04/07/2018,Monday,Wednesday,Tuesday
GBP,335.45015,12/07/2018,11/04/2018,06/07/2018,Wednesday,Friday,Thursday
GBP,335.83548,16/07/2018,13/04/2018,10/07/2018,Friday,Tuesday,Monday
GBP,335.85052,08/08/2018,09/05/2018,02/08/2018,Wednesday,Thursday,Wednesday
GBP,336.01057,17/07/2018,16/04/2018,11/07/2018,Monday,Wednesday,Tuesday
GBP,336.11105,13/07/2018,12/04/2018,09/07/2018,Thursday,Monday,Friday
GBP,336.15969,13/08/2018,14/05/2018,07/08/2018,Monday,Tuesday,Monday
GBP,336.3736,11/07/2018,10/04/2018,05/07/2018,Tuesday,Thursday,Wednesday
GBP,336.7681,07/08/2018,08/05/2018,01/08/2018,Tuesday,Wednesday,Tuesday
GBP,337.09155,01/08/2018,02/05/2018,26/07/2018,Wednesday,Thursday,Wednesday
GBP,337.44474,03/08/2018,04/05/2018,30/07/2018,Friday,Monday,Friday
GBP,337.53105,31/07/2018,30/04/2018,25/07/2018,Monday,Wednesday,Tuesday
GBP,337.54328,06/08/2018,07/05/2018,31/07/2018,Monday,Tuesday,Monday
GBP,337.86066,02/08/2018,03/05/2018,27/07/2018,Thursday,Friday,Thursday
GBP,341.10555,20/08/2018,21/05/2018,14/08/2018,Monday,Tuesday,Monday
GBP,341.10555,20/08/2017,22/05/2017,15/08/2017,Monday,Tuesday,Sunday
GBP,341.61146,17/08/2018,18/05/2018,13/08/2018,Friday,Monday,Friday
GBP,341.99672,14/08/2018,15/05/2018,08/08/2018,Tuesday,Wednesday,Tuesday
GBP,342.68709,16/08/2018,17/05/2018,10/08/2018,Thursday,Friday,Thursday
GBP,342.875,15/08/2018,16/05/2018,09/08/2018,Wednesday,Thursday,Wednesday
GBP,345.65968,24/08/2018,25/05/2018,20/08/2018,Friday,Monday,Friday
GBP,346.99172,23/08/2018,24/05/2018,17/08/2018,Thursday,Friday,Thursday
GBP,347.66262,21/08/2018,22/05/2018,15/08/2018,Tuesday,Wednesday,Tuesday
GBP,347.7652,22/08/2018,23/05/2018,16/08/2018,Wednesday,Thursday,Wednesday
GBP,349.32924,29/08/2018,30/05/2018,23/08/2018,Wednesday,Thursday,Wednesday
GBP,350.67719,28/08/2018,29/05/2018,22/08/2018,Tuesday,Wednesday,Tuesday
GBP,351.66375,27/08/2018,28/05/2018,21/08/2018,Monday,Tuesday,Monday
GBP,355.62531,30/08/2018,31/05/2018,24/08/2018,Thursday,Friday,Thursday
GBP,358.70797,03/09/2018,04/06/2018,28/08/2018,Monday,Tuesday,Monday
GBP,358.71854,04/09/2018,05/06/2018,29/08/2018,Tuesday,Wednesday,Tuesday
GBP,359.15104,05/09/2018,06/06/2018,30/08/2018,Wednesday,Thursday,Wednesday
GBP,359.23052,31/08/2018,01/06/2018,27/08/2018,Friday,Monday,Friday
GBP,365.39682,07/09/2018,08/06/2018,03/09/2018,Friday,Monday,Friday
GBP,366.76438,06/09/2018,07/06/2018,31/08/2018,Thursday,Friday,Thursday
GBP,367.98817,10/09/2018,11/06/2018,04/09/2018,Monday,Tuesday,Monday
GBP,371.24894,12/09/2018,13/06/2018,06/09/2018,Wednesday,Thursday,Wednesday
GBP,371.3248,11/09/2018,12/06/2018,05/09/2018,Tuesday,Wednesday,Tuesday
GBP,372.80679,13/09/2018,14/06/2018,07/09/2018,Thursday,Friday,Thursday
GBP,373.29246,18/09/2018,18/06/2018,11/09/2018,Monday,Tuesday,Tuesday
GBP,373.40897,14/09/2018,15/06/2018,10/09/2018,Friday,Monday,Friday
GBP,377.18778,19/09/2018,19/06/2018,12/09/2018,Tuesday,Wednesday,Wednesday
GBP,378.02546,24/09/2018,22/06/2018,18/09/2018,Friday,Tuesday,Monday
GBP,378.16171,20/09/2018,20/06/2018,13/09/2018,Wednesday,Thursday,Thursday
GBP,380.44885,25/09/2017,26/06/2017,19/09/2017,Monday,Tuesday,Monday
GBP,380.44885,25/09/2018,25/06/2018,19/09/2018,Monday,Wednesday,Tuesday
GBP,381.21922,26/09/2018,26/06/2018,20/09/2018,Tuesday,Thursday,Wednesday
GBP,383.07596,21/09/2018,21/06/2018,14/09/2018,Thursday,Friday,Friday
GBP,384.87279,27/09/2018,27/06/2018,21/09/2018,Wednesday,Friday,Thursday
GBP,385.27621,12/12/2018,10/09/2018,06/12/2018,Monday,Thursday,Wednesday
GBP,385.28731,28/09/2018,28/06/2018,24/09/2018,Thursday,Monday,Friday
GBP,385.36007,01/10/2018,29/06/2018,25/09/2018,Friday,Tuesday,Monday
GBP,386.53489,14/12/2018,12/09/2018,10/12/2018,Wednesday,Monday,Friday
GBP,386.63944,17/12/2018,13/09/2018,11/12/2018,Thursday,Tuesday,Monday
GBP,388.01613,03/10/2018,03/07/2018,27/09/2018,Tuesday,Thursday,Wednesday
GBP,388.11878,27/12/2018,24/09/2018,19/12/2018,Monday,Wednesday,Thursday
GBP,388.1802,28/12/2018,25/09/2018,20/12/2018,Tuesday,Thursday,Friday
GBP,388.28861,19/12/2018,18/09/2018,13/12/2018,Tuesday,Thursday,Wednesday
GBP,388.2962,18/12/2018,14/09/2018,12/12/2018,Friday,Wednesday,Tuesday
GBP,388.47269,20/12/2018,19/09/2018,14/12/2018,Wednesday,Friday,Thursday
GBP,388.47493,21/12/2018,20/09/2018,17/12/2018,Thursday,Monday,Friday
GBP,388.64548,11/12/2018,07/09/2018,05/12/2018,Friday,Wednesday,Tuesday
GBP,388.71454,13/12/2018,11/09/2018,07/12/2018,Tuesday,Friday,Thursday
GBP,389.09155,02/10/2018,02/07/2018,26/09/2018,Monday,Wednesday,Tuesday
GBP,389.61231,26/12/2018,21/09/2018,18/12/2018,Friday,Tuesday,Wednesday
GBP,389.82874,04/01/2019,28/09/2018,27/12/2018,Friday,Thursday,Friday
GBP,390.1422,02/01/2019,26/09/2018,21/12/2018,Wednesday,Friday,Wednesday
GBP,390.72344,04/10/2018,04/07/2018,28/09/2018,Wednesday,Friday,Thursday
GBP,391.41602,10/12/2018,06/09/2018,04/12/2018,Thursday,Tuesday,Monday
GBP,391.92062,07/01/2019,01/10/2018,28/12/2018,Monday,Friday,Monday
GBP,392.07002,05/10/2018,05/07/2018,01/10/2018,Thursday,Monday,Friday
GBP,392.09364,05/12/2018,03/09/2018,29/11/2018,Monday,Thursday,Wednesday
GBP,392.14376,06/12/2018,04/09/2018,30/11/2018,Tuesday,Friday,Thursday
GBP,392.49143,31/10/2018,31/07/2018,25/10/2018,Tuesday,Thursday,Wednesday
GBP,392.6575,11/01/2019,05/10/2018,07/01/2019,Friday,Monday,Friday
GBP,392.82375,07/12/2018,05/09/2018,03/12/2018,Wednesday,Monday,Friday
GBP,393.21283,09/01/2019,03/10/2018,03/01/2019,Wednesday,Thursday,Wednesday
GBP,393.62927,26/10/2018,26/07/2018,22/10/2018,Thursday,Monday,Friday
GBP,393.98488,10/01/2019,04/10/2018,04/01/2019,Thursday,Friday,Thursday
GBP,394.04577,08/01/2019,02/10/2018,02/01/2019,Tuesday,Wednesday,Tuesday
GBP,394.10752,29/10/2018,27/07/2018,23/10/2018,Friday,Tuesday,Monday
GBP,394.25975,01/11/2018,01/08/2018,26/10/2018,Wednesday,Friday,Thursday
GBP,394.36141,08/10/2018,06/07/2018,02/10/2018,Friday,Tuesday,Monday
GBP,394.53661,04/12/2018,31/08/2018,28/11/2018,Friday,Wednesday,Tuesday
GBP,394.5736,30/10/2018,30/07/2018,24/10/2018,Monday,Wednesday,Tuesday
GBP,394.88007,23/10/2018,23/07/2018,17/10/2018,Monday,Wednesday,Tuesday
GBP,395.38595,25/10/2018,25/07/2018,19/10/2018,Wednesday,Friday,Thursday
GBP,395.40255,16/10/2018,16/07/2018,10/10/2018,Monday,Wednesday,Tuesday
GBP,395.41493,03/12/2018,30/08/2018,27/11/2018,Thursday,Tuesday,Monday
GBP,395.70872,24/10/2018,24/07/2018,18/10/2018,Tuesday,Thursday,Wednesday
GBP,395.83409,30/11/2018,29/08/2018,26/11/2018,Wednesday,Monday,Friday
GBP,395.84722,28/11/2018,27/08/2018,22/11/2018,Monday,Thursday,Wednesday
GBP,396.33094,14/01/2019,08/10/2018,08/01/2019,Monday,Tuesday,Monday
GBP,396.4083,05/11/2018,02/08/2018,29/10/2018,Thursday,Monday,Monday
GBP,396.46735,21/01/2019,15/10/2018,15/01/2019,Monday,Tuesday,Monday
GBP,396.53674,09/10/2018,09/07/2018,03/10/2018,Monday,Wednesday,Tuesday
GBP,396.55042,29/11/2018,28/08/2018,23/11/2018,Tuesday,Friday,Thursday
GBP,396.59457,22/10/2018,20/07/2018,16/10/2018,Friday,Tuesday,Monday
GBP,396.69716,22/11/2018,21/08/2018,16/11/2018,Tuesday,Friday,Thursday
GBP,396.84163,18/10/2018,18/07/2018,12/10/2018,Wednesday,Friday,Thursday
GBP,396.87903,19/10/2018,19/07/2018,15/10/2018,Thursday,Monday,Friday
GBP,396.92632,19/11/2018,16/08/2018,13/11/2018,Thursday,Tuesday,Monday
GBP,397.00689,10/10/2018,10/07/2018,04/10/2018,Tuesday,Thursday,Wednesday
GBP,397.48215,16/01/2019,10/10/2018,10/01/2019,Wednesday,Thursday,Wednesday
GBP,397.51302,15/01/2019,09/10/2018,09/01/2019,Tuesday,Wednesday,Tuesday
GBP,397.54613,16/11/2018,15/08/2018,12/11/2018,Wednesday,Monday,Friday
GBP,397.54764,17/01/2019,11/10/2018,11/01/2019,Thursday,Friday,Thursday
GBP,397.72038,26/11/2018,23/08/2018,20/11/2018,Thursday,Tuesday,Monday
GBP,397.72221,17/10/2018,17/07/2018,11/10/2018,Tuesday,Thursday,Wednesday
GBP,397.84662,15/10/2018,13/07/2018,09/10/2018,Friday,Tuesday,Monday
GBP,397.87068,21/11/2018,20/08/2018,15/11/2018,Monday,Thursday,Wednesday
GBP,398.2117,20/11/2018,17/08/2018,14/11/2018,Friday,Wednesday,Tuesday
GBP,398.21285,12/10/2018,12/07/2018,08/10/2018,Thursday,Monday,Friday
GBP,398.45168,27/11/2018,24/08/2018,21/11/2018,Friday,Wednesday,Tuesday
GBP,398.75208,11/10/2018,11/07/2018,05/10/2018,Wednesday,Friday,Thursday
GBP,399.02528,22/01/2019,16/10/2018,16/01/2019,Tuesday,Wednesday,Tuesday
GBP,399.33271,23/11/2018,22/08/2018,19/11/2018,Wednesday,Monday,Friday
GBP,399.58476,18/01/2019,12/10/2018,14/01/2019,Friday,Monday,Friday
GBP,400.05214,15/02/2019,09/11/2018,11/02/2019,Friday,Monday,Friday
GBP,400.4349,12/02/2019,06/11/2018,06/02/2019,Tuesday,Wednesday,Tuesday
GBP,400.84759,23/01/2019,17/10/2018,17/01/2019,Wednesday,Thursday,Wednesday
GBP,400.90734,13/11/2018,10/08/2018,07/11/2018,Friday,Wednesday,Tuesday
GBP,401.20881,14/02/2019,08/11/2018,08/02/2019,Thursday,Friday,Thursday
GBP,401.21159,06/11/2018,03/08/2018,30/10/2018,Friday,Tuesday,Tuesday
GBP,401.234,15/11/2018,14/08/2018,09/11/2018,Tuesday,Friday,Thursday
GBP,401.58773,13/02/2019,07/11/2018,07/02/2019,Wednesday,Thursday,Wednesday
GBP,401.74411,14/11/2018,13/08/2018,08/11/2018,Monday,Thursday,Wednesday
GBP,401.96162,11/02/2019,05/11/2018,05/02/2019,Monday,Tuesday,Monday
GBP,402.1174,07/02/2019,31/10/2018,31/01/2019,Wednesday,Thursday,Thursday
GBP,403.11444,08/02/2019,01/11/2018,01/02/2019,Thursday,Friday,Friday
GBP,403.31602,24/01/2019,18/10/2018,18/01/2019,Thursday,Friday,Thursday
GBP,403.56554,12/11/2018,09/08/2018,06/11/2018,Thursday,Tuesday,Monday
GBP,403.92453,06/02/2019,30/10/2018,30/01/2019,Tuesday,Wednesday,Wednesday
GBP,403.94456,18/02/2019,12/11/2018,12/02/2019,Monday,Tuesday,Monday
GBP,404.28876,19/02/2019,13/11/2018,13/02/2019,Tuesday,Wednesday,Tuesday
GBP,404.30561,25/01/2019,19/10/2018,21/01/2019,Friday,Monday,Friday
GBP,404.44557,07/11/2018,06/08/2018,31/10/2018,Monday,Wednesday,Wednesday
GBP,405.40764,01/02/2019,26/10/2018,28/01/2019,Friday,Monday,Friday
GBP,405.63819,05/02/2019,29/10/2018,29/01/2019,Monday,Tuesday,Tuesday
GBP,405.76798,09/11/2018,08/08/2018,05/11/2018,Wednesday,Monday,Friday
GBP,406.09633,30/01/2019,24/10/2018,24/01/2019,Wednesday,Thursday,Wednesday
GBP,406.15655,22/02/2019,16/11/2018,18/02/2019,Friday,Monday,Friday
GBP,406.70027,11/03/2019,28/11/2018,28/02/2019,Wednesday,Thursday,Monday
GBP,406.86797,20/02/2019,14/11/2018,14/02/2019,Wednesday,Thursday,Wednesday
GBP,407.11973,28/01/2019,22/10/2018,22/01/2019,Monday,Tuesday,Monday
GBP,407.49046,29/01/2019,23/10/2018,23/01/2019,Tuesday,Wednesday,Tuesday
GBP,407.50063,08/11/2018,07/08/2018,01/11/2018,Tuesday,Thursday,Thursday
GBP,407.81077,21/02/2019,15/11/2018,15/02/2019,Thursday,Friday,Thursday
GBP,408.01736,31/01/2019,25/10/2018,25/01/2019,Thursday,Friday,Thursday
GBP,408.17155,12/03/2019,29/11/2018,01/03/2019,Thursday,Friday,Tuesday
GBP,408.71535,25/02/2019,19/11/2018,19/02/2019,Monday,Tuesday,Monday
GBP,410.55,25/04/2019,15/01/2019,18/04/2019,Tuesday,Thursday,Thursday
GBP,411.27064,06/03/2019,26/11/2018,26/02/2019,Monday,Tuesday,Wednesday
GBP,411.85,26/04/2019,16/01/2019,22/04/2019,Wednesday,Monday,Friday
GBP,412.14715,07/03/2019,27/11/2018,27/02/2019,Tuesday,Wednesday,Thursday
GBP,412.36486,29/03/2019,18/12/2018,25/03/2019,Tuesday,Monday,Friday
GBP,412.905,22/04/2019,10/01/2019,15/04/2019,Thursday,Monday,Monday
GBP,413.06772,02/04/2019,20/12/2018,27/03/2019,Thursday,Wednesday,Tuesday
GBP,413.21892,13/03/2019,30/11/2018,06/03/2019,Friday,Wednesday,Wednesday
GBP,413.49802,26/02/2019,20/11/2018,20/02/2019,Tuesday,Wednesday,Tuesday
GBP,413.57668,08/04/2019,26/12/2018,29/03/2019,Wednesday,Friday,Monday
GBP,413.58035,22/03/2019,11/12/2018,18/03/2019,Tuesday,Monday,Friday
GBP,413.604,18/04/2019,09/01/2019,12/04/2019,Wednesday,Friday,Thursday
GBP,413.662,24/04/2019,14/01/2019,17/04/2019,Monday,Wednesday,Wednesday
GBP,413.81061,01/03/2019,23/11/2018,25/02/2019,Friday,Monday,Friday
GBP,413.926,23/05/2019,12/02/2019,17/05/2019,Tuesday,Friday,Thursday
GBP,413.983,31/05/2019,20/02/2019,27/05/2019,Wednesday,Monday,Friday
GBP,414.23851,01/04/2019,19/12/2018,26/03/2019,Wednesday,Tuesday,Monday
GBP,414.485,12/04/2019,03/01/2019,08/04/2019,Thursday,Monday,Friday
GBP,414.591,10/04/2019,28/12/2018,02/04/2019,Friday,Tuesday,Wednesday
GBP,414.64374,09/04/2019,27/12/2018,01/04/2019,Thursday,Monday,Tuesday
GBP,414.653,17/04/2019,08/01/2019,11/04/2019,Tuesday,Thursday,Wednesday
GBP,414.678,22/05/2019,11/02/2019,16/05/2019,Monday,Thursday,Wednesday
GBP,414.796,17/05/2019,06/02/2019,13/05/2019,Wednesday,Monday,Friday
GBP,414.802,11/04/2019,02/01/2019,03/04/2019,Wednesday,Wednesday,Thursday
GBP,414.875,24/05/2019,13/02/2019,20/05/2019,Wednesday,Monday,Friday
GBP,415.23158,21/03/2019,10/12/2018,15/03/2019,Monday,Friday,Thursday
GBP,415.24854,27/02/2019,21/11/2018,21/02/2019,Wednesday,Thursday,Wednesday
GBP,415.41706,14/03/2019,03/12/2018,07/03/2019,Monday,Thursday,Thursday
GBP,415.43,30/05/2019,19/02/2019,24/05/2019,Tuesday,Friday,Thursday
GBP,415.595,21/05/2019,08/02/2019,15/05/2019,Friday,Wednesday,Tuesday
GBP,415.76,29/04/2019,17/01/2019,23/04/2019,Thursday,Tuesday,Monday
GBP,415.797,16/04/2019,07/01/2019,10/04/2019,Monday,Wednesday,Tuesday
GBP,415.91559,28/03/2019,17/12/2018,22/03/2019,Monday,Friday,Thursday
GBP,415.923,29/05/2019,18/02/2019,23/05/2019,Monday,Thursday,Wednesday
GBP,415.963,23/04/2019,11/01/2019,16/04/2019,Friday,Tuesday,Tuesday
GBP,416.03002,28/02/2019,22/11/2018,22/02/2019,Thursday,Friday,Thursday
GBP,416.0451,18/03/2019,05/12/2018,12/03/2019,Wednesday,Tuesday,Monday
GBP,416.201,27/05/2019,14/02/2019,21/05/2019,Thursday,Tuesday,Monday
GBP,416.464,15/04/2019,04/01/2019,09/04/2019,Friday,Tuesday,Monday
GBP,416.48473,15/03/2019,04/12/2018,11/03/2019,Tuesday,Monday,Friday
GBP,416.8016,03/04/2019,21/12/2018,28/03/2019,Friday,Thursday,Wednesday
GBP,416.86155,19/03/2019,06/12/2018,13/03/2019,Thursday,Wednesday,Tuesday
GBP,416.877,28/05/2019,15/02/2019,22/05/2019,Friday,Wednesday,Tuesday
GBP,416.908,16/05/2019,05/02/2019,10/05/2019,Tuesday,Friday,Thursday
GBP,417.034,20/05/2019,07/02/2019,14/05/2019,Thursday,Tuesday,Monday
GBP,417.07179,25/03/2019,12/12/2018,19/03/2019,Wednesday,Tuesday,Monday
GBP,417.52613,20/03/2019,07/12/2018,14/03/2019,Friday,Thursday,Wednesday
GBP,417.592,30/04/2019,18/01/2019,24/04/2019,Friday,Wednesday,Tuesday
GBP,417.6517,26/03/2019,13/12/2018,20/03/2019,Thursday,Wednesday,Tuesday
GBP,417.93816,27/03/2019,14/12/2018,21/03/2019,Friday,Thursday,Wednesday
GBP,418.068,03/06/2019,21/02/2019,28/05/2019,Thursday,Tuesday,Monday
GBP,419.475,15/05/2019,01/02/2019,09/05/2019,Friday,Thursday,Wednesday
GBP,420.713,03/05/2019,22/01/2019,26/04/2019,Tuesday,Friday,Friday
GBP,420.778,09/05/2019,28/01/2019,03/05/2019,Monday,Friday,Thursday
GBP,421.004,10/05/2019,29/01/2019,06/05/2019,Tuesday,Monday,Friday
GBP,421.035,14/05/2019,31/01/2019,08/05/2019,Thursday,Wednesday,Tuesday
GBP,421.166,08/05/2019,25/01/2019,02/05/2019,Friday,Thursday,Wednesday
GBP,421.231,13/05/2019,30/01/2019,07/05/2019,Wednesday,Tuesday,Monday
GBP,422.337,05/06/2019,22/02/2019,29/05/2019,Friday,Wednesday,Wednesday
GBP,423.211,01/08/2019,30/04/2019,26/07/2019,Tuesday,Friday,Thursday
GBP,423.398,31/07/2019,29/04/2019,25/07/2019,Monday,Thursday,Wednesday
GBP,423.463,07/05/2019,24/01/2019,30/04/2019,Thursday,Tuesday,Tuesday
GBP,423.502,30/07/2019,26/04/2019,24/07/2019,Friday,Wednesday,Tuesday
GBP,423.841,02/08/2019,02/05/2019,29/07/2019,Thursday,Monday,Friday
GBP,424.045,06/05/2019,23/01/2019,29/04/2019,Wednesday,Monday,Monday
GBP,424.117,18/06/2019,12/03/2019,12/06/2019,Tuesday,Wednesday,Tuesday
GBP,425.329,06/06/2019,25/02/2019,30/05/2019,Monday,Thursday,Thursday
GBP,425.979,19/06/2019,13/03/2019,13/06/2019,Wednesday,Thursday,Wednesday
GBP,426.385,17/06/2019,11/03/2019,11/06/2019,Monday,Tuesday,Monday
GBP,426.434,02/05/2019,21/01/2019,25/04/2019,Monday,Thursday,Thursday
GBP,426.715,29/07/2019,25/04/2019,23/07/2019,Thursday,Tuesday,Monday
GBP,426.996,14/06/2019,07/03/2019,10/06/2019,Thursday,Monday,Friday
GBP,427.454,07/08/2019,07/05/2019,01/08/2019,Tuesday,Thursday,Wednesday
GBP,427.57,13/06/2019,06/03/2019,07/06/2019,Wednesday,Friday,Thursday
GBP,427.707,17/07/2019,12/04/2019,11/07/2019,Friday,Thursday,Wednesday
GBP,428.04,05/08/2019,03/05/2019,30/07/2019,Friday,Tuesday,Monday
GBP,428.11,10/06/2019,27/02/2019,03/06/2019,Wednesday,Monday,Monday
GBP,428.649,07/06/2019,26/02/2019,31/05/2019,Tuesday,Friday,Friday
GBP,428.654,16/07/2019,11/04/2019,10/07/2019,Thursday,Wednesday,Tuesday
GBP,428.856,21/06/2019,15/03/2019,17/06/2019,Friday,Monday,Friday
GBP,429.088,11/06/2019,28/02/2019,05/06/2019,Thursday,Wednesday,Tuesday
GBP,429.093,28/06/2019,22/03/2019,24/06/2019,Friday,Monday,Friday
GBP,429.171,09/07/2019,02/04/2019,03/07/2019,Tuesday,Wednesday,Tuesday
GBP,429.171,10/07/2019,03/04/2019,04/07/2019,Wednesday,Thursday,Wednesday
GBP,429.181,05/07/2019,29/03/2019,01/07/2019,Friday,Monday,Friday
GBP,429.906,26/06/2019,20/03/2019,20/06/2019,Wednesday,Thursday,Wednesday
GBP,430.014,09/08/2019,09/05/2019,05/08/2019,Thursday,Monday,Friday
GBP,430.036,03/07/2019,27/03/2019,27/06/2019,Wednesday,Thursday,Wednesday
GBP,430.041,20/06/2019,14/03/2019,14/06/2019,Thursday,Friday,Thursday
GBP,430.087,22/07/2019,17/04/2019,16/07/2019,Wednesday,Tuesday,Monday
GBP,430.234,12/06/2019,01/03/2019,06/06/2019,Friday,Thursday,Wednesday
GBP,430.312,26/07/2019,24/04/2019,22/07/2019,Wednesday,Monday,Friday
GBP,430.328,18/07/2019,15/04/2019,12/07/2019,Monday,Friday,Thursday
GBP,430.347,23/07/2019,18/04/2019,17/07/2019,Thursday,Wednesday,Tuesday
GBP,430.378,04/07/2019,28/03/2019,28/06/2019,Thursday,Friday,Thursday
GBP,430.51,08/07/2019,01/04/2019,02/07/2019,Monday,Tuesday,Monday
GBP,430.545,06/08/2019,06/05/2019,31/07/2019,Monday,Wednesday,Tuesday
GBP,430.685,27/06/2019,21/03/2019,21/06/2019,Thursday,Friday,Thursday
GBP,431.434,08/08/2019,08/05/2019,02/08/2019,Wednesday,Friday,Thursday
GBP,431.545,12/07/2019,09/04/2019,08/07/2019,Tuesday,Monday,Friday
GBP,431.61,02/07/2019,26/03/2019,26/06/2019,Tuesday,Wednesday,Tuesday
GBP,431.73,25/07/2019,23/04/2019,19/07/2019,Tuesday,Friday,Thursday
GBP,431.752,11/07/2019,08/04/2019,05/07/2019,Monday,Friday,Thursday
GBP,431.765,24/07/2019,22/04/2019,18/07/2019,Monday,Thursday,Wednesday
GBP,431.904,24/06/2016,21/03/2016,20/06/2016,Monday,Monday,Friday
GBP,431.904,24/06/2019,18/03/2019,18/06/2019,Monday,Tuesday,Monday
GBP,431.983,19/07/2019,16/04/2019,15/07/2019,Tuesday,Monday,Friday
GBP,432.073,25/06/2019,19/03/2019,19/06/2019,Tuesday,Wednesday,Tuesday
GBP,432.199,15/07/2019,10/04/2019,09/07/2019,Wednesday,Tuesday,Monday
GBP,432.533,01/07/2019,25/03/2019,25/06/2019,Monday,Tuesday,Monday
GBP,432.828,12/08/2019,10/05/2019,06/08/2019,Friday,Tuesday,Monday
GBP,433.187,13/08/2019,13/05/2019,07/08/2019,Monday,Wednesday,Tuesday
GBP,433.187,14/08/2019,14/05/2019,08/08/2019,Tuesday,Thursday,Wednesday
GBP,433.276,20/08/2019,20/05/2019,14/08/2019,Monday,Wednesday,Tuesday
GBP,433.803,02/09/2019,31/05/2019,27/08/2019,Friday,Tuesday,Monday
GBP,433.975,15/08/2019,15/05/2019,09/08/2019,Wednesday,Friday,Thursday
GBP,434.602,19/08/2019,17/05/2019,13/08/2019,Friday,Tuesday,Monday
GBP,434.602,21/08/2019,21/05/2019,15/08/2019,Tuesday,Thursday,Wednesday
GBP,434.992,03/09/2019,03/06/2019,28/08/2019,Monday,Wednesday,Tuesday
GBP,435.319,22/08/2019,22/05/2019,16/08/2019,Wednesday,Friday,Thursday
GBP,435.624,16/08/2019,16/05/2019,12/08/2019,Thursday,Monday,Friday
GBP,436.394,30/08/2019,30/05/2019,26/08/2019,Thursday,Monday,Friday
GBP,437.791,23/08/2019,23/05/2019,19/08/2019,Thursday,Monday,Friday
GBP,437.863,28/08/2019,28/05/2019,22/08/2019,Tuesday,Thursday,Wednesday
GBP,438.831,26/08/2019,24/05/2019,20/08/2019,Friday,Tuesday,Monday
GBP,439.547,27/08/2019,27/05/2019,21/08/2019,Monday,Wednesday,Tuesday
GBP,440.083,04/09/2019,05/06/2019,29/08/2019,Wednesday,Thursday,Wednesday
GBP,440.371,29/08/2019,29/05/2019,23/08/2019,Wednesday,Friday,Thursday
GBP,445.567,06/09/2019,07/06/2019,02/09/2019,Friday,Monday,Friday
GBP,446.006,05/09/2019,06/06/2019,30/08/2019,Thursday,Friday,Thursday
