Attribute,Value,Year,Month,Year,Month,Year,Month
GBP,154.88446,2005,July,2005,July,2005,July
GBP,154.89742,2004,August,2004,August,2004,August
GBP,154.909,2012,September,2012,September,2012,June
GBP,154.91731,2005,October,2005,October,2005,October
GBP,154.91851,2004,July,2004,July,2004,July
GBP,154.922,2012,December,2012,December,2012,September
GBP,154.952,2007,November,2007,November,2007,October
GBP,154.95339,2005,July,2005,July,2005,July
GBP,154.963,2011,April,2011,April,2011,January
GBP,154.98846,2004,August,2004,August,2004,August
GBP,154.989,2012,December,2012,December,2012,September
GBP,154.997,2007,October,2007,November,2007,October
GBP,155.06661,2007,March,2007,March,2007,February
GBP,155.085,2011,April,2011,May,2011,January
GBP,155.11,2007,November,2007,November,2007,October
GBP,155.118,2013,October,2013,November,2013,August
GBP,155.13757,2004,August,2004,August,2004,August
GBP,155.14669,2004,September,2004,September,2004,September
GBP,155.14719,2007,January,2007,January,2006,December
GBP,155.148,2013,October,2013,October,2013,July
GBP,155.1481,2004,August,2004,August,2004,August
GBP,155.15615,2004,July,2004,July,2004,July
GBP,155.16352,2004,July,2004,July,2004,July
GBP,155.18711,2007,March,2007,March,2007,February
GBP,155.20284,2007,January,2007,January,2006,December
GBP,155.21742,2004,July,2004,July,2004,July
GBP,155.22226,2004,July,2004,July,2004,July
GBP,155.2399,2004,July,2004,July,2004,July
GBP,155.243,2013,September,2013,September,2013,June
GBP,155.251,2007,April,2007,May,2007,April
GBP,155.3241,2004,October,2004,October,2004,October
GBP,155.32822,2007,February,2007,February,2007,February
GBP,155.3764,2005,July,2005,July,2005,July
GBP,155.3803,2005,July,2005,July,2005,July
GBP,155.415,2013,October,2013,October,2013,July
GBP,155.427,2012,December,2012,December,2012,September
GBP,155.43045,2007,January,2007,January,2006,December
GBP,155.43172,2005,July,2005,July,2005,July
GBP,155.434,2013,October,2013,November,2013,August
GBP,155.446,2013,October,2013,October,2013,July
GBP,155.46734,2007,February,2007,February,2007,January
GBP,155.483,2007,November,2007,November,2007,October
GBP,155.49125,2004,October,2004,October,2004,October
GBP,155.50517,2005,October,2005,October,2005,October
GBP,155.5082,2007,February,2007,February,2007,January
GBP,155.51,2013,October,2013,October,2013,August
GBP,155.518,2013,November,2013,November,2013,August
GBP,155.5274,2005,October,2005,October,2005,October
GBP,155.5288,2007,January,2007,January,2006,December
GBP,155.539,2013,October,2013,October,2013,July
GBP,155.54237,2007,February,2007,February,2007,January
GBP,155.57007,2004,August,2004,August,2004,August
GBP,155.60281,2007,February,2007,February,2007,February
GBP,155.609,2007,November,2007,November,2007,October
GBP,155.611,2007,March,2007,March,2007,March
GBP,155.614,2013,October,2013,November,2013,August
GBP,155.63099,2004,October,2004,October,2004,October
GBP,155.6393,2004,October,2004,October,2004,September
GBP,155.64052,2005,October,2005,October,2005,October
GBP,155.64137,2007,February,2007,February,2007,January
GBP,155.66492,2005,October,2005,October,2005,October
GBP,155.666,2012,December,2012,December,2012,September
GBP,155.6702,2006,November,2006,November,2006,November
GBP,155.703,2013,November,2013,November,2013,August
GBP,155.71283,2004,July,2004,July,2004,July
GBP,155.73982,2007,February,2007,February,2007,January
GBP,155.765,2013,November,2013,November,2013,August
GBP,155.806,2013,October,2013,October,2013,July
GBP,155.82842,2005,July,2005,July,2005,July
GBP,155.842,2013,November,2013,November,2013,August
GBP,155.8528,2005,October,2005,October,2005,October
GBP,155.86,2012,December,2013,January,2012,September
GBP,155.88591,2007,March,2007,March,2007,February
GBP,155.93,2013,September,2013,September,2013,June
GBP,155.943,2015,January,2015,January,2014,October
GBP,155.97,2013,October,2013,October,2013,July
GBP,156.00126,2005,July,2005,July,2005,June
GBP,156.01961,2007,February,2007,February,2007,February
GBP,156.02869,2004,October,2004,October,2004,October
GBP,156.029,2013,October,2013,November,2013,August
GBP,156.04857,2004,July,2004,July,2004,July
GBP,156.0526,2007,January,2007,January,2006,December
GBP,156.068,2015,January,2015,February,2014,October
GBP,156.071,2013,October,2013,October,2013,July
GBP,156.07984,2005,July,2005,July,2005,July
GBP,156.10263,2007,March,2007,April,2007,March
GBP,156.104,2013,October,2013,October,2013,July
GBP,156.12171,2004,October,2004,October,2004,October
GBP,156.12841,2005,August,2005,August,2005,July
GBP,156.1495,2005,October,2005,October,2005,October
GBP,156.182,2013,October,2013,October,2013,July
GBP,156.21953,2005,July,2005,July,2005,July
GBP,156.228,2007,November,2007,November,2007,October
GBP,156.24778,2006,December,2006,December,2006,November
GBP,156.249,2013,September,2013,September,2013,June
GBP,156.26871,2007,March,2007,March,2007,March
GBP,156.29873,2007,March,2007,March,2007,March
GBP,156.306,2013,October,2013,October,2013,July
GBP,156.31343,2007,February,2007,March,2007,February
GBP,156.325,2013,November,2013,November,2013,August
GBP,156.356,2013,November,2013,November,2013,August
GBP,156.35624,2007,March,2007,March,2007,February
GBP,156.36652,2004,July,2004,July,2004,July
GBP,156.37876,2004,September,2004,September,2004,September
GBP,156.379,2013,September,2013,September,2013,June
GBP,156.393,2013,September,2013,September,2013,July
GBP,156.40461,2005,October,2005,October,2005,September
GBP,156.432,2015,March,2015,March,2014,December
GBP,156.44399,2007,January,2007,February,2007,January
GBP,156.45,2013,November,2013,November,2013,August
GBP,156.50883,2007,March,2007,March,2007,March
GBP,156.51631,2005,October,2005,October,2005,September
GBP,156.52683,2005,October,2005,October,2005,October
GBP,156.53454,2004,October,2004,October,2004,October
GBP,156.554,2013,October,2013,October,2013,July
GBP,156.56,2007,April,2007,April,2007,April
GBP,156.567,2015,January,2015,January,2014,October
GBP,156.58299,2007,March,2007,March,2007,March
GBP,156.61519,2006,November,2006,December,2006,November
GBP,156.62598,2005,October,2005,October,2005,October
GBP,156.62687,2005,July,2005,July,2005,July
GBP,156.6484,2007,February,2007,February,2007,February
GBP,156.64853,2005,July,2005,July,2005,June
GBP,156.67732,2007,April,2007,April,2007,March
GBP,156.70783,2007,March,2007,March,2007,March
GBP,156.712,2015,January,2015,February,2014,October
GBP,156.71947,2005,July,2005,July,2005,July
GBP,156.746,2013,November,2013,November,2013,August
GBP,156.77077,2006,December,2006,December,2006,December
GBP,156.77136,2007,February,2007,February,2007,February
GBP,156.784,2015,January,2015,January,2014,October
GBP,156.784,2015,January,2015,February,2014,October
GBP,156.79678,2007,February,2007,February,2007,January
GBP,156.79872,2005,October,2005,October,2005,October
GBP,156.8187,2004,September,2004,September,2004,September
GBP,156.83235,2004,October,2004,October,2004,October
GBP,156.834,2013,November,2013,November,2013,August
GBP,156.83756,2006,December,2006,December,2006,November
GBP,156.83886,2005,October,2005,October,2005,September
GBP,156.8427,2005,October,2005,October,2005,October
GBP,156.85744,2007,March,2007,March,2007,March
GBP,156.85992,2006,December,2006,December,2006,December
GBP,156.86315,2005,October,2005,October,2005,September
GBP,156.86729,2004,September,2004,September,2004,September
GBP,156.877,2007,November,2007,November,2007,October
GBP,156.87736,2006,December,2006,December,2006,December
GBP,156.93075,2005,July,2005,July,2005,July
GBP,156.93923,2006,December,2006,December,2006,November
GBP,156.95878,2006,December,2006,December,2006,November
GBP,156.969,2014,September,2014,October,2014,July
GBP,157.03006,2006,December,2006,December,2006,December
GBP,157.03804,2006,December,2007,January,2006,December
GBP,157.04154,2005,October,2005,October,2005,October
GBP,157.07346,2005,September,2005,September,2005,September
GBP,157.08985,2004,October,2004,October,2004,October
GBP,157.111,2013,October,2013,October,2013,July
GBP,157.124,2013,October,2013,October,2013,July
GBP,157.12721,2007,February,2007,February,2007,January
GBP,157.147,2014,October,2014,October,2014,July
GBP,157.14725,2007,February,2007,February,2007,January
GBP,157.15669,2007,April,2007,April,2007,March
GBP,157.181,2013,November,2013,November,2013,August
GBP,157.20088,2005,August,2005,August,2005,July
GBP,157.22925,2007,February,2007,February,2007,January
GBP,157.247,2013,October,2013,October,2013,July
GBP,157.27641,2007,January,2007,January,2006,December
GBP,157.293,2013,November,2013,November,2013,August
GBP,157.297,2013,October,2013,October,2013,July
GBP,157.311,2015,January,2015,January,2014,October
GBP,157.31603,2006,December,2006,December,2006,December
GBP,157.31684,2005,September,2005,September,2005,September
GBP,157.336,2015,March,2015,March,2014,December
GBP,157.34509,2005,August,2005,August,2005,July
GBP,157.3472,2007,April,2007,April,2007,March
GBP,157.36998,2006,December,2006,December,2006,November
GBP,157.375,2007,November,2007,November,2007,October
GBP,157.382,2013,October,2013,October,2013,July
GBP,157.39508,2007,April,2007,April,2007,March
GBP,157.40688,2006,December,2006,December,2006,November
GBP,157.40714,2005,September,2005,September,2005,September
GBP,157.41458,2006,December,2006,December,2006,November
GBP,157.43423,2007,January,2007,January,2006,December
GBP,157.44021,2007,February,2007,February,2007,January
GBP,157.44615,2005,October,2005,October,2005,October
GBP,157.45993,2006,December,2006,December,2006,November
GBP,157.483,2014,September,2014,September,2014,June
GBP,157.48677,2007,January,2007,January,2007,January
GBP,157.49938,2007,January,2007,January,2006,December
GBP,157.502,2015,March,2015,March,2014,December
GBP,157.516,2015,January,2015,January,2014,October
GBP,157.52,2013,September,2013,October,2013,July
GBP,157.54283,2005,August,2005,August,2005,July
GBP,157.545,2015,March,2015,March,2014,December
GBP,157.55475,2007,April,2007,April,2007,March
GBP,157.55636,2006,December,2006,December,2006,December
GBP,157.568,2013,September,2013,October,2013,July
GBP,157.575,2014,September,2014,September,2014,June
GBP,157.585,2013,November,2013,November,2013,August
GBP,157.60019,2007,February,2007,February,2007,January
GBP,157.605,2015,March,2015,March,2014,December
GBP,157.62294,2005,July,2005,July,2005,July
GBP,157.62666,2007,April,2007,April,2007,March
GBP,157.628,2014,September,2014,September,2014,June
GBP,157.664,2007,November,2007,November,2007,October
GBP,157.677,2013,October,2013,October,2013,July
GBP,157.68035,2006,December,2006,December,2006,November
GBP,157.683,2013,November,2013,November,2013,August
GBP,157.69236,2005,October,2005,October,2005,October
GBP,157.711,2004,September,2004,September,2004,September
GBP,157.73873,2007,April,2007,April,2007,March
GBP,157.811,2014,November,2014,November,2014,August
GBP,157.81166,2005,September,2005,September,2005,September
GBP,157.854,2014,October,2014,October,2014,July
GBP,157.86053,2005,October,2005,October,2005,October
GBP,157.864,2014,October,2014,October,2014,July
GBP,157.86924,2006,December,2006,December,2006,November
GBP,157.88827,2007,January,2007,January,2006,December
GBP,157.9049,2007,January,2007,January,2006,December
GBP,157.916,2013,September,2013,October,2013,July
GBP,157.93004,2005,October,2005,October,2005,October
GBP,157.934,2014,November,2014,November,2014,August
GBP,157.951,2014,November,2014,November,2014,August
GBP,157.961,2014,November,2014,November,2014,August
GBP,158.00535,2006,December,2006,December,2006,November
GBP,158.023,2014,November,2014,November,2014,August
GBP,158.036,2014,October,2014,October,2014,July
GBP,158.03713,2007,January,2007,January,2007,January
GBP,158.03758,2007,January,2007,January,2007,January
GBP,158.04944,2007,January,2007,January,2007,January
GBP,158.04953,2007,January,2007,January,2007,January
GBP,158.103,2014,November,2014,November,2014,August
GBP,158.119,2014,November,2014,November,2014,August
GBP,158.121,2014,October,2014,October,2014,July
GBP,158.12457,2007,January,2007,January,2007,January
GBP,158.165,2015,February,2015,February,2014,November
GBP,158.17088,2005,August,2005,August,2005,August
GBP,158.18098,2005,October,2005,October,2005,October
GBP,158.18215,2005,August,2005,August,2005,August
GBP,158.201,2014,October,2014,October,2014,July
GBP,158.296,2015,February,2015,February,2014,November
GBP,158.3,2014,October,2014,October,2014,July
GBP,158.314,2014,November,2014,November,2014,August
GBP,158.322,2014,September,2014,September,2014,June
GBP,158.349,2014,October,2014,October,2014,July
GBP,158.379,2013,December,2013,December,2013,September
GBP,158.391,2014,November,2014,November,2014,August
GBP,158.406,2013,September,2013,October,2013,July
GBP,158.40845,2007,April,2007,April,2007,March
GBP,158.437,2014,October,2014,November,2014,August
GBP,158.505,2014,January,2014,February,2013,November
GBP,158.505,2014,November,2014,November,2014,August
GBP,158.65498,2005,July,2005,July,2005,June
GBP,158.67,2015,April,2015,April,2015,January
GBP,158.68239,2007,January,2007,January,2007,January
GBP,158.685,2014,September,2014,September,2014,June
GBP,158.694,2014,September,2014,September,2014,June
GBP,158.702,2014,September,2014,October,2014,July
GBP,158.711,2013,December,2013,December,2013,September
GBP,158.725,2014,October,2014,October,2014,July
GBP,158.73788,2005,September,2005,September,2005,August
GBP,158.74,2014,October,2014,November,2014,July
GBP,158.752,2014,November,2014,November,2014,August
GBP,158.762,2013,November,2013,November,2013,August
GBP,158.765,2013,November,2013,December,2013,August
GBP,158.77564,2005,August,2005,August,2005,August
GBP,158.782,2014,November,2014,December,2014,August
GBP,158.786,2014,January,2014,February,2013,November
GBP,158.794,2013,November,2013,November,2013,August
GBP,158.80768,2007,April,2007,April,2007,March
GBP,158.82008,2005,September,2005,September,2005,September
GBP,158.83,2015,January,2015,February,2014,October
GBP,158.83363,2004,October,2004,October,2004,October
GBP,158.834,2015,March,2015,March,2014,December
GBP,158.855,2014,December,2014,December,2014,September
GBP,158.911,2015,March,2015,March,2014,December
GBP,158.922,2014,November,2014,November,2014,August
GBP,158.97794,2004,October,2004,October,2004,October
GBP,158.979,2013,November,2013,December,2013,September
GBP,158.988,2013,December,2013,December,2013,September
GBP,158.992,2015,April,2015,April,2015,January
GBP,158.998,2014,November,2014,November,2014,August
GBP,159.001,2013,December,2013,December,2013,September
GBP,159.004,2014,December,2014,December,2014,September
GBP,159.011,2014,October,2014,October,2014,July
GBP,159.029,2015,March,2015,March,2014,December
GBP,159.046,2014,October,2014,November,2014,July
GBP,159.047,2014,October,2014,October,2014,July
GBP,159.05075,2004,October,2004,October,2004,October
GBP,159.06,2013,December,2013,December,2013,September
GBP,159.065,2015,March,2015,March,2014,December
GBP,159.088,2014,October,2014,October,2014,July
GBP,159.092,2014,September,2014,October,2014,June
GBP,159.101,2014,January,2014,February,2013,October
GBP,159.10793,2005,August,2005,August,2005,August
GBP,159.12,2015,February,2015,February,2014,November
GBP,159.132,2013,December,2013,December,2013,September
GBP,159.137,2014,October,2014,October,2014,July
GBP,159.172,2013,December,2013,December,2013,September
GBP,159.174,2014,November,2014,December,2014,August
GBP,159.187,2014,January,2014,January,2013,October
GBP,159.194,2014,December,2014,December,2014,September
GBP,159.216,2015,March,2015,April,2014,December
GBP,159.21718,2004,November,2004,November,2004,October
GBP,159.233,2013,December,2013,December,2013,September
GBP,159.234,2015,April,2015,April,2015,January
GBP,159.237,2014,January,2014,January,2013,October
GBP,159.262,2015,March,2015,March,2014,December
GBP,159.268,2015,March,2015,March,2014,December
GBP,159.26912,2004,November,2004,November,2004,October
GBP,159.27118,2005,August,2005,August,2005,August
GBP,159.301,2013,December,2013,December,2013,September
GBP,159.30499,2007,April,2007,April,2007,March
GBP,159.316,2014,September,2014,October,2014,June
GBP,159.321,2013,November,2013,December,2013,September
GBP,159.324,2015,March,2015,April,2014,December
GBP,159.332,2014,September,2014,September,2014,June
GBP,159.337,2014,December,2014,December,2014,September
GBP,159.34565,2004,October,2004,October,2004,October
GBP,159.366,2014,December,2014,December,2014,September
GBP,159.369,2013,December,2013,December,2013,September
GBP,159.37,2014,January,2014,January,2013,October
GBP,159.373,2014,October,2014,October,2014,July
GBP,159.385,2014,November,2014,November,2014,August
GBP,159.39172,2005,August,2005,August,2005,August
GBP,159.414,2014,October,2014,November,2014,July
GBP,159.427,2014,February,2014,February,2013,November
GBP,159.428,2014,December,2014,December,2014,September
GBP,159.434,2014,December,2014,December,2014,September
GBP,159.448,2015,February,2015,February,2014,November
GBP,159.451,2014,September,2014,September,2014,June
GBP,159.4533,2004,October,2004,October,2004,October
GBP,159.46231,2007,April,2007,April,2007,March
GBP,159.465,2015,March,2015,March,2014,December
GBP,159.473,2014,November,2014,December,2014,September
GBP,159.49549,2005,August,2005,August,2005,August
GBP,159.499,2014,December,2014,December,2014,September
GBP,159.51702,2005,August,2005,August,2005,August
GBP,159.518,2013,December,2013,December,2013,September
GBP,159.526,2013,December,2014,January,2013,October
GBP,159.564,2013,December,2013,December,2013,September
GBP,159.574,2014,October,2014,October,2014,July
GBP,159.58225,2007,April,2007,April,2007,March
GBP,159.593,2014,February,2014,February,2013,November
GBP,159.614,2013,December,2013,December,2013,September
GBP,159.641,2007,April,2007,April,2007,April
GBP,159.644,2014,November,2014,December,2014,August
GBP,159.657,2014,December,2014,December,2014,September
GBP,159.674,2013,December,2013,December,2013,September
GBP,159.683,2014,October,2014,October,2014,July
GBP,159.692,2013,November,2013,December,2013,September
GBP,159.74667,2007,April,2007,April,2007,March
GBP,159.759,2014,September,2014,September,2014,June
GBP,159.764,2014,December,2014,December,2014,September
GBP,159.8,2014,November,2014,November,2014,August
GBP,159.804,2014,December,2014,December,2014,September
GBP,159.81192,2007,April,2007,April,2007,March
GBP,159.82057,2004,November,2004,November,2004,November
GBP,159.821,2007,April,2007,April,2007,April
GBP,159.831,2014,January,2014,January,2013,October
GBP,159.854,2014,December,2014,December,2014,September
GBP,159.856,2013,December,2014,January,2013,October
GBP,159.894,2014,December,2014,December,2014,September
GBP,159.902,2014,December,2014,December,2014,September
GBP,159.93246,2004,November,2004,November,2004,November
GBP,159.961,2014,February,2014,February,2013,November
GBP,159.97106,2005,August,2005,August,2005,August
GBP,159.973,2014,January,2014,January,2013,October
GBP,159.975,2015,March,2015,March,2014,December
GBP,159.978,2014,January,2014,January,2013,October
GBP,160.04969,2004,November,2004,November,2004,November
GBP,160.069,2014,October,2014,October,2014,July
GBP,160.073,2014,January,2014,January,2013,October
GBP,160.073,2015,March,2015,March,2014,December
GBP,160.09486,2004,November,2004,November,2004,November
GBP,160.101,2015,January,2015,January,2014,October
GBP,160.138,2014,January,2014,January,2013,October
GBP,160.142,2015,January,2015,January,2014,October
GBP,160.157,2015,January,2015,January,2014,October
GBP,160.16844,2005,August,2005,August,2005,August
GBP,160.174,2014,October,2014,October,2014,July
GBP,160.189,2014,September,2014,September,2014,June
GBP,160.23414,2005,September,2005,September,2005,September
GBP,160.254,2015,March,2015,March,2014,December
GBP,160.257,2015,April,2015,April,2015,January
GBP,160.27429,2004,November,2004,November,2004,November
GBP,160.275,2014,September,2014,September,2014,June
GBP,160.281,2014,September,2014,September,2014,June
GBP,160.281,2015,February,2015,February,2014,November
GBP,160.304,2014,January,2014,January,2013,October
GBP,160.307,2014,September,2014,September,2014,June
GBP,160.317,2015,January,2015,January,2014,October
GBP,160.31789,2004,October,2004,October,2004,October
GBP,160.318,2013,December,2013,December,2013,September
GBP,160.338,2015,March,2015,April,2014,December
GBP,160.339,2014,January,2014,February,2013,October
GBP,160.353,2013,December,2014,January,2013,October
GBP,160.357,2014,December,2015,January,2014,September
GBP,160.359,2014,December,2015,January,2014,October
GBP,160.36773,2005,January,2005,January,2004,December
GBP,160.371,2014,September,2014,September,2014,June
GBP,160.37941,2005,August,2005,August,2005,August
GBP,160.384,2015,January,2015,January,2014,October
GBP,160.38915,2005,September,2005,September,2005,August
GBP,160.43744,2005,August,2005,August,2005,August
GBP,160.448,2014,January,2014,January,2013,October
GBP,160.477,2015,January,2015,January,2014,October
GBP,160.47705,2005,August,2005,August,2005,August
GBP,160.489,2014,December,2014,December,2014,September
GBP,160.511,2014,August,2014,September,2014,June
GBP,160.52149,2004,November,2004,November,2004,November
GBP,160.524,2014,March,2014,March,2013,December
GBP,160.532,2014,December,2014,December,2014,September
GBP,160.5594,2004,November,2004,November,2004,November
GBP,160.577,2014,December,2015,January,2014,October
GBP,160.5809,2004,November,2004,November,2004,November
GBP,160.581,2014,December,2015,January,2014,October
GBP,160.581,2015,January,2015,January,2014,October
GBP,160.596,2014,January,2014,January,2013,October
GBP,160.608,2014,March,2014,March,2013,December
GBP,160.637,2015,January,2015,January,2014,October
GBP,160.659,2014,March,2014,March,2013,December
GBP,160.667,2014,January,2014,January,2013,October
GBP,160.68675,2005,August,2005,August,2005,August
GBP,160.69859,2005,August,2005,August,2005,August
GBP,160.70281,2004,November,2004,November,2004,November
GBP,160.7466,2005,September,2005,September,2005,September
GBP,160.788,2014,September,2014,September,2014,June
GBP,160.79562,2005,August,2005,August,2005,August
GBP,160.79621,2005,September,2005,September,2005,September
GBP,160.7966,2005,August,2005,August,2005,August
GBP,160.803,2013,December,2013,December,2013,September
GBP,160.825,2013,December,2014,January,2013,September
GBP,160.828,2014,January,2014,January,2013,October
GBP,160.84329,2004,November,2004,November,2004,November
GBP,160.8691,2005,June,2005,June,2005,June
GBP,160.905,2014,March,2014,March,2013,December
GBP,160.92574,2005,June,2005,June,2005,June
GBP,160.93393,2005,June,2005,June,2005,June
GBP,160.93805,2005,September,2005,September,2005,September
GBP,160.968,2015,April,2015,April,2015,January
GBP,160.96843,2005,July,2005,July,2005,June
GBP,160.97,2015,February,2015,February,2014,November
GBP,160.972,2014,February,2014,February,2013,November
GBP,160.97325,2005,September,2005,September,2005,September
GBP,160.986,2015,January,2015,January,2014,October
GBP,160.988,2015,January,2015,January,2014,October
GBP,161.03283,2004,November,2004,November,2004,November
GBP,161.07064,2004,November,2004,November,2004,November
GBP,161.09115,2005,August,2005,August,2005,August
GBP,161.102,2014,January,2014,January,2013,October
GBP,161.121,2014,March,2014,March,2013,December
GBP,161.13121,2005,September,2005,September,2005,September
GBP,161.1385,2005,January,2005,January,2004,December
GBP,161.174,2015,February,2015,February,2014,November
GBP,161.18843,2005,January,2005,January,2005,January
GBP,161.19,2015,April,2015,April,2014,December
GBP,161.20747,2004,November,2004,November,2004,November
GBP,161.249,2014,January,2014,January,2013,October
GBP,161.26434,2005,June,2005,June,2005,May
GBP,161.274,2014,January,2014,January,2013,October
GBP,161.30789,2005,August,2005,August,2005,August
GBP,161.356,2014,August,2014,August,2014,May
GBP,161.425,2014,January,2014,January,2013,October
GBP,161.443,2014,March,2014,March,2013,December
GBP,161.45575,2005,June,2005,June,2005,June
GBP,161.494,2014,March,2014,March,2013,December
GBP,161.522,2014,April,2014,April,2014,January
GBP,161.53,2015,March,2015,March,2014,December
GBP,161.546,2015,March,2015,March,2014,November
GBP,161.55307,2005,February,2005,February,2005,February
GBP,161.55554,2005,June,2005,June,2005,May
GBP,161.59607,2005,January,2005,January,2005,January
GBP,161.59997,2005,June,2005,June,2005,May
GBP,161.611,2014,March,2014,March,2013,December
GBP,161.616,2014,March,2014,April,2014,January
GBP,161.61961,2004,November,2004,November,2004,November
GBP,161.62,2014,August,2014,August,2014,May
GBP,161.673,2014,March,2014,March,2013,December
GBP,161.674,2014,August,2014,August,2014,May
GBP,161.71169,2005,May,2005,May,2005,May
GBP,161.717,2015,March,2015,April,2014,December
GBP,161.736,2014,August,2014,August,2014,May
GBP,161.7409,2005,June,2005,June,2005,May
GBP,161.75,2014,January,2014,January,2013,October
GBP,161.781,2014,March,2014,March,2013,December
GBP,161.80099,2005,June,2005,June,2005,June
GBP,161.80184,2005,June,2005,June,2005,June
GBP,161.80278,2005,May,2005,May,2005,May
GBP,161.80325,2005,June,2005,June,2005,June
GBP,161.805,2015,April,2015,April,2015,January
GBP,161.8084,2005,June,2005,June,2005,June
GBP,161.81152,2005,June,2005,June,2005,June
GBP,161.833,2014,March,2014,March,2013,December
GBP,161.85482,2005,February,2005,February,2005,February
GBP,161.881,2015,April,2015,April,2015,January
GBP,161.899,2014,August,2014,September,2014,June
GBP,161.9331,2005,May,2005,May,2005,May
GBP,161.934,2014,March,2014,April,2013,December
GBP,161.946,2015,February,2015,February,2014,November
GBP,161.951,2014,March,2014,March,2013,December
GBP,161.971,2015,February,2015,March,2014,November
GBP,161.986,2015,April,2015,April,2015,January
GBP,161.98825,2005,January,2005,January,2005,January
GBP,161.98841,2005,March,2005,March,2005,March
GBP,161.99493,2005,June,2005,June,2005,June
GBP,162.01978,2005,May,2005,May,2005,May
GBP,162.023,2014,February,2014,February,2013,November
GBP,162.024,2014,March,2014,April,2013,December
GBP,162.025,2014,March,2014,April,2013,December
GBP,162.038,2014,February,2014,February,2013,November
GBP,162.038,2014,March,2014,March,2013,December
GBP,162.048,2014,August,2014,September,2014,June
GBP,162.059,2014,March,2014,March,2013,December
GBP,162.067,2015,April,2015,April,2015,January
GBP,162.0836,2005,June,2005,June,2005,June
GBP,162.12728,2005,June,2005,June,2005,June
GBP,162.13395,2004,November,2004,November,2004,November
GBP,162.13775,2005,September,2005,September,2005,September
GBP,162.142,2015,February,2015,February,2014,November
GBP,162.205,2014,February,2014,February,2013,November
GBP,162.214,2014,August,2014,August,2014,May
GBP,162.22,2014,February,2014,February,2013,November
GBP,162.22459,2005,January,2005,January,2005,January
GBP,162.225,2014,February,2014,February,2013,November
GBP,162.24727,2005,January,2005,January,2005,January
GBP,162.272,2014,February,2014,February,2013,November
GBP,162.3315,2005,May,2005,May,2005,May
GBP,162.34035,2005,September,2005,September,2005,September
GBP,162.38886,2005,June,2005,June,2005,June
GBP,162.418,2014,February,2014,February,2013,November
GBP,162.4454,2005,February,2005,February,2005,February
GBP,162.478,2014,August,2014,August,2014,May
GBP,162.481,2015,February,2015,February,2014,November
GBP,162.489,2014,March,2014,March,2013,December
GBP,162.49378,2005,January,2005,January,2005,January
GBP,162.509,2014,February,2014,February,2013,November
GBP,162.51913,2005,March,2005,March,2005,March
GBP,162.523,2014,February,2014,February,2013,November
GBP,162.53526,2005,June,2005,June,2005,June
GBP,162.54314,2005,January,2005,January,2005,January
GBP,162.5528,2005,February,2005,February,2005,February
GBP,162.61187,2005,April,2005,April,2005,April
GBP,162.63515,2005,June,2005,June,2005,June
GBP,162.645,2015,February,2015,March,2014,November
GBP,162.656,2015,February,2015,March,2014,November
GBP,162.67427,2005,January,2005,January,2005,January
GBP,162.675,2014,February,2014,March,2013,November
GBP,162.682,2014,February,2014,March,2013,December
GBP,162.68836,2005,May,2005,May,2005,May
GBP,162.694,2014,February,2014,February,2013,November
GBP,162.774,2015,February,2015,February,2014,November
GBP,162.77849,2005,January,2005,January,2005,January
GBP,162.791,2014,February,2014,March,2013,November
GBP,162.795,2014,April,2014,April,2014,January
GBP,162.799,2014,February,2014,March,2013,November
GBP,162.819,2014,August,2014,August,2014,May
GBP,162.81912,2004,November,2004,November,2004,November
GBP,162.828,2014,February,2014,February,2013,November
GBP,162.862,2005,June,2005,June,2005,June
GBP,162.89481,2005,September,2005,September,2005,September
GBP,162.919,2014,May,2014,June,2014,February
GBP,162.92911,2005,March,2005,March,2005,March
GBP,162.951,2004,August,2004,August,2004,August
GBP,162.951,2014,August,2014,August,2014,May
GBP,162.987,2015,April,2015,April,2015,January
GBP,162.98938,2005,April,2005,April,2005,March
GBP,162.996,2014,May,2014,June,2014,February
GBP,163.037,2014,April,2014,April,2014,January
GBP,163.043,2014,April,2014,April,2014,January
GBP,163.05911,2005,May,2005,May,2005,May
GBP,163.06927,2005,May,2005,May,2005,May
GBP,163.106,2014,April,2014,April,2014,January
GBP,163.11,2014,April,2014,April,2014,January
GBP,163.11546,2005,June,2005,June,2005,June
GBP,163.121,2014,May,2014,June,2014,February
GBP,163.144,2015,February,2015,February,2014,November
GBP,163.151,2014,May,2014,June,2014,February
GBP,163.18468,2005,May,2005,May,2005,May
GBP,163.21728,2004,November,2004,November,2004,November
GBP,163.228,2015,February,2015,March,2014,November
GBP,163.24,2014,May,2014,May,2014,February
GBP,163.2595,2005,January,2005,January,2005,January
GBP,163.289,2014,August,2014,August,2014,May
GBP,163.31457,2005,February,2005,February,2005,January
GBP,163.316,2014,June,2014,June,2014,March
GBP,163.326,2014,June,2014,June,2014,March
GBP,163.33566,2005,February,2005,February,2005,January
GBP,163.34007,2005,March,2005,March,2005,March
GBP,163.344,2015,April,2015,April,2015,January
GBP,163.347,2014,April,2014,April,2014,January
GBP,163.35057,2005,April,2005,April,2005,April
GBP,163.381,2014,March,2014,March,2013,December
GBP,163.38933,2005,January,2005,January,2005,January
GBP,163.39048,2005,January,2005,January,2005,January
GBP,163.39053,2004,December,2004,December,2004,December
GBP,163.407,2014,April,2014,April,2014,January
